Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
DERM,Journey Medical Corp,Healthcare,Drug Manufacturers - Specialty & Generic,USA,166800000.0,,7.16,0.0085,61578.0
DFSC,DEFSEC Technologies Inc,Industrials,Aerospace & Defense,Canada,6480000.0,,9.67,0.175,51407.0
DLPN,Dolphin Entertainment Inc,Communication Services,Advertising Agencies,USA,15300000.0,,1.37,0.0702,40033.0
DMA,Destra Multi-Alternative Fund,Financial,Closed-End Fund - Equity,USA,77460000.0,,8.64,-0.0123,32589.0
DMYY,dMY Squared Technology Group Inc,Financial,Shell Companies,USA,50860000.0,,12.98,-0.0054,98087.0
DOGZ,Dogness (International) Corp,Consumer Cyclical,Leisure,China,116230000.0,,9.13,-0.1093,347751.0
DOMH,Dominari Holdings Inc,Financial,Capital Markets,USA,74970000.0,,5.12,-0.0285,135257.0
DPRO,Draganfly Inc,Industrials,Aerospace & Defense,Canada,17920000.0,,3.3,0.057699999999999994,992342.0
DSWL,"Deswell Industries, Inc",Technology,Electronic Components,China,44140000.0,3.96,2.77,-0.014199999999999999,9436.0
DSY,Big Tree Cloud Holdings Ltd,Consumer Defensive,Household & Personal Products,China,85050000.0,,1.49,-0.0067,1649.0
DTF,DTF Tax-Free Income 2028 Term Fund Inc,Financial,Closed-End Fund - Debt,USA,78860000.0,53.42,11.22,-0.0033,2632.0
DTIL,Precision Biosciences Inc,Healthcare,Biotechnology,USA,48220000.0,,4.35,0.002,47100.0
DTSQ,DT Cloud Star Acquisition Corp,Financial,Shell Companies,USA,93360000.0,50.9,10.49,0.0103,1.0
DTSS,Datasea Inc,Technology,Software - Infrastructure,China,14390000.0,,1.88,-0.018500000000000003,38846.0
DTST,Data Storage Corp,Technology,Information Technology Services,USA,25950000.0,140.85,3.63,0.0151,26138.0
DUO,Fangdd Network Group Ltd,Real Estate,Real Estate Services,China,9320000.0,2.77,2.33,0.003,45761.0
DUOT,Duos Technologies Group Inc,Technology,Software - Application,USA,92060000.0,,7.9,-0.0088,79350.0
DWTX,Dogwood Therapeutics Inc,Healthcare,Biotechnology,USA,9000000.0,,4.71,-0.018799999999999997,18880.0
DXR,Daxor Corp,Healthcare,Medical Instruments & Supplies,USA,48840000.0,90.66,9.88,0.0053,670.0
DXST,Decent Holding Inc,Industrials,Waste Management,China,18750000.0,9.66,1.25,-0.0058,13900.0
DYCQ,DT Cloud Acquisition Corp,Financial,Shell Companies,United Kingdom,73590000.0,36.33,10.87,-0.0006,1.0
EBMT,Eagle Bancorp Montana Inc,Financial,Banks - Regional,USA,139240000.0,12.36,17.51,0.0006,22106.0
EBON,Ebang International Holdings Inc,Technology,Computer Hardware,China,21140000.0,,3.23,-0.0444,4214.0
ECBK,ECB Bancorp Inc,Financial,Banks - Regional,USA,146470000.0,29.04,16.23,0.0134,9255.0
ECOR,ElectroCore Inc,Healthcare,Medical Devices,USA,45670000.0,,6.15,0.0072,116347.0
EDBL,Edible Garden AG Inc,Consumer Defensive,Farm Products,USA,7260000.0,,2.63,0.0115,44203.0
EDHL,Everbright Digital Holding Ltd,Communication Services,Advertising Agencies,Hong Kong,160940000.0,42.21,6.04,-0.0168,4909724.0
EDRY,EuroDry Ltd,Industrials,Marine Shipping,Greece,27800000.0,,9.9,0.009899999999999999,7071.0
EDSA,Edesa Biotech Inc,Healthcare,Biotechnology,Canada,14680000.0,,2.09,0.0048,2086.0
EDUC,Educational Development Corp,Communication Services,Publishing,USA,11720000.0,,1.37,0.0263,4889.0
EEA,European Equity Fund Inc,Financial,Closed-End Fund - Foreign,USA,68470000.0,,10.18,-0.0059,7761.0
EFOI,Energy Focus Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,12530000.0,,2.34,0.0152,7089.0
EGG,Enigmatig Ltd,Industrials,Consulting Services,Singapore,143900000.0,169.67,5.09,-0.1039,424317.0
EHLD,Euroholdings Ltd,Industrials,Marine Shipping,Greece,22220000.0,1.67,7.89,0.024700000000000003,22112.0
EKSO,Ekso Bionics Holdings Inc,Healthcare,Medical Instruments & Supplies,USA,7770000.0,,3.24,-0.012199999999999999,20330.0
ELA,Envela Corp,Consumer Cyclical,Luxury Goods,USA,157490000.0,21.51,6.06,-0.0036,18505.0
ELAB,PMGC Holdings Inc,Healthcare,Biotechnology,USA,3050000.0,,2.22,-0.0089,46138.0
ELLO,Ellomay Capital Ltd,Utilities,Utilities - Renewable,Israel,221410000.0,37.84,17.23,-0.0171,1729.0
ELPW,Elong Power Holding Ltd,Industrials,Electrical Equipment & Parts,China,96110000.0,8.86,1.92,0.6271,11440771.0
ELSE,"Electro-Sensors, Inc",Technology,Scientific & Technical Instruments,USA,16180000.0,43.47,4.69,0.0066,3772.0
ELTK,Eltek Ltd,Technology,Electronic Components,Israel,68410000.0,19.75,10.19,-0.0092,1024.0
ELTX,Elicio Therapeutics Inc,Healthcare,Biotechnology,USA,137180000.0,,8.57,0.08410000000000001,41777.0
EMCG,Embrace Change Acquisition Corp,Financial,Shell Companies,USA,54350000.0,76.18,12.15,-0.0033,1.0
ENFY,Enlightify Inc,Basic Materials,Agricultural Inputs,China,17810000.0,,1.11,0.0137,63642.0
ENGS,Energys Group Ltd,Industrials,Waste Management,United Kingdom,34630000.0,,2.43,0.3729,4050304.0
ENSC,Ensysce Biosciences Inc,Healthcare,Biotechnology,USA,5310000.0,,2.24,-0.030299999999999997,123676.0
ENVB,Enveric Biosciences Inc,Healthcare,Biotechnology,USA,3090000.0,,1.25,-0.0070999999999999995,32214.0
EPSM,Epsium Enterprise Ltd,Consumer Defensive,Beverages - Wineries & Distilleries,USA,189100000.0,,14.07,0.0579,29912.0
EQS,Equus Total Return Inc,Financial,Asset Management,USA,19160000.0,,1.41,0.0,9230.0
ERH,Allspring Utilities and High Income Fund,Financial,Closed-End Fund - Equity,USA,102360000.0,4.1,11.51,-0.0008,5599.0
ERNA,Ernexa Therapeutics Inc,Healthcare,Biotechnology,USA,13690000.0,,1.86,-0.07,28646.0
ESCA,"Escalade, Inc",Consumer Cyclical,Leisure,USA,197290000.0,14.53,14.31,-0.0447,11785.0
ESHA,ESH Acquisition Corp,Financial,Shell Companies,USA,43370000.0,44.04,11.12,0.0,0.0
EURK,Eureka Acquisition Corp,Financial,Shell Companies,Hong Kong,81400000.0,63.07,10.64,0.0085,93118.0
EVAX,Evaxion A/S ADR,Healthcare,Biotechnology,Denmark,3230000.0,,2.31,-0.0335,36568.0
EVGN,Evogene Ltd,Healthcare,Biotechnology,Israel,11590000.0,,1.33,-0.0075,134727.0
EVOK,Evoke Pharma Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,3960000.0,,2.65,-0.025699999999999997,2912.0
EXOZ,eXoZymes Inc,Healthcare,Biotechnology,USA,84540000.0,,10.1,0.0192,1610.0
FAMI,Farmmi Inc,Consumer Defensive,Packaged Foods,China,2240000.0,,1.79,0.0049,2960.0
FAT,FAT Brands Inc,Consumer Cyclical,Restaurants,USA,44130000.0,,2.46,-0.008100000000000001,21001.0
FATN,Fatpipe Inc,Technology,Software - Infrastructure,USA,127410000.0,,9.22,0.024399999999999998,7357.0
FBRX,Forte Biosciences Inc,Healthcare,Biotechnology,USA,162870000.0,,13.34,-0.023799999999999998,17012.0
FBYD,Falcon's Beyond Global Inc,Industrials,Conglomerates,USA,671810000.0,,5.55,-0.0348,9870.0
FCUV,Focus Universal Inc,Technology,Scientific & Technical Instruments,USA,28780000.0,,4.04,-0.012199999999999999,6615.0
FDSB,Fifth District Bancorp Inc,Financial,Banks - Regional,USA,69940000.0,975.19,12.58,0.005600000000000001,1150.0
FEAM,5E Advanced Materials Inc,Basic Materials,Specialty Chemicals,USA,74870000.0,,3.74,0.0163,9427.0
FENG,Phoenix New Media Ltd ADR,Communication Services,Internet Content & Information,China,11660000.0,,2.16,-0.0046,897.0
FGBI,First Guaranty Bancshares Inc,Financial,Banks - Regional,USA,133090000.0,68.01,8.95,0.0102,12494.0
FGEN,FibroGen Inc,Healthcare,Biotechnology,USA,22430000.0,,5.55,-0.0105,13298.0
FGF,Fundamental Global Inc,Financial,Insurance - Diversified,USA,21950000.0,,17.25,0.0060999999999999995,1126.0
FGMC,FG Merger II Corp,Financial,Shell Companies,USA,101660000.0,,9.87,0.001,92791.0
FINW,FinWise Bancorp,Financial,Banks - Regional,USA,205760000.0,16.87,15.57,-0.0064,10635.0
FKWL,Franklin Wireless Corp,Technology,Communication Equipment,USA,48550000.0,,4.12,0.0173,7397.0
FLNT,Fluent Inc,Communication Services,Advertising Agencies,USA,39890000.0,,1.93,-0.0446,7601.0
FLYE,Fly-E Group Inc,Consumer Cyclical,Auto Manufacturers,USA,41590000.0,,3.91,0.083,899358.0
FLYX,flyExclusive Inc,Industrials,Airlines,USA,189100000.0,,2.36,0.0129,18147.0
FMFC,Kandal M Venture Ltd,Consumer Cyclical,Footwear & Accessories,Cayman Islands,91980000.0,81.11,5.11,0.009899999999999999,832449.0
FMN,Federated Hermes Premier Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,82930000.0,9.64,10.61,-0.0031,24081.0
FMST,Foremost Clean Energy Ltd,Basic Materials,Other Industrial Metals & Mining,Canada,37380000.0,,3.12,-0.0414,242355.0
FMY,First Trust Mortgage Income Fund,Financial,Closed-End Fund - Debt,USA,51570000.0,6.41,12.24,-0.0008,4879.0
FNWB,First Northwest Bancorp,Financial,Banks - Regional,USA,76510000.0,,8.1,-0.0031,1639.0
FONR,Fonar Corp,Healthcare,Diagnostics & Research,USA,98530000.0,12.78,15.61,0.001,14010.0
FORD,"Forward Industries, Inc",Consumer Cyclical,Footwear & Accessories,USA,8620000.0,,7.65,-0.0242,16601.0
FORL,Four Leaf Acquisition Corp,Financial,Shell Companies,USA,47410000.0,309.63,11.58,0.0009,215.0
FOXX,Foxx Development Holdings Inc,Technology,Consumer Electronics,USA,33600000.0,110.6,4.95,-0.0493,7222.0
FPAY,FlexShopper Inc,Industrials,Rental & Leasing Services,USA,22100000.0,,1.03,-0.1043,119296.0
FRD,"Friedman Industries, Inc",Basic Materials,Steel,USA,116660000.0,19.01,16.52,-0.0087,8748.0
FRGE,Forge Global Holdings Inc,Financial,Capital Markets,USA,225980000.0,,18.33,0.0027,29491.0
FRGT,Freight Technologies Inc,Technology,Software - Application,USA,4019999.9999999995,,1.76,-0.0349,60420.0
FSEA,First Seacoast Bancorp Inc,Financial,Banks - Regional,USA,53540000.0,,11.35,0.0089,1085.0
FSHP,Flag Ship Acquisition Corp,Financial,Shell Companies,USA,92300000.0,27.59,10.43,-0.0068000000000000005,100.0
FSI,Flexible Solutions International Inc,Basic Materials,Specialty Chemicals,Canada,76010000.0,32.7,6.01,0.0848,45491.0
FTCI,FTC Solar Inc,Technology,Solar,USA,63360000.0,,4.84,-0.0196,33374.0
FTFT,Future FinTech Group Inc,Technology,Software - Application,USA,6250000.0,,1.25,-0.031,22683.0
FTLF,FitLife Brands Inc,Consumer Defensive,Packaged Foods,USA,129500000.0,15.19,13.79,-0.0248,8746.0
FUSB,First US Bancshares Inc,Financial,Banks - Regional,USA,74540000.0,10.1,12.99,0.0342,1417.0
FVN,Future Vision II Acquisition Corp,Financial,Shell Companies,China,78420000.0,517.41,10.4,0.0,0.0
GBR,New Concept Energy Inc,Real Estate,Real Estate Services,USA,5850000.0,,1.14,-0.0172,5516.0
GCTK,GlucoTrack Inc,Healthcare,Medical Instruments & Supplies,USA,3720000.0,,6.55,-0.011000000000000001,119383.0
GDEV,GDEV Inc,Communication Services,Electronic Gaming & Multimedia,Cyprus,286640000.0,7.37,15.81,0.0038,9406.0
GDHG,Golden Heaven Group Holdings Ltd,Consumer Cyclical,Leisure,China,4139999.9999999995,0.04,1.39,0.09880000000000001,2761286.0
GDL,GDL Fund,Financial,Closed-End Fund - Equity,USA,93550000.0,16.98,8.32,0.003,4144.0
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc,Financial,Closed-End Fund - Debt,USA,88420000.0,12.78,11.76,-0.0046,36090.0
GDTC,CytoMed Therapeutics Ltd,Healthcare,Biotechnology,Singapore,27610000.0,,2.2,0.0007000000000000001,8987.0
GECC,Great Elm Capital Corp,Financial,Asset Management,USA,125600000.0,24.22,10.9,-0.0027,32891.0
GELS,Gelteq Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,Australia,15670000.0,,1.66,-0.0349,102198.0
GENK,GEN Restaurant Group Inc,Consumer Cyclical,Restaurants,USA,127920000.0,,3.9,0.0026,52894.0
GGZ,Gabelli Global Small and Mid Cap Value Trust,Financial,Closed-End Fund - Equity,USA,109030000.0,14.54,13.52,-0.008,2147.0
GHLD,Guild Holdings Co,Financial,Mortgage Finance,USA,1230000000.0,28.5,19.79,-0.0015,23760.0
GIGM,Gigamedia,Communication Services,Electronic Gaming & Multimedia,Taiwan,16360000.0,,1.48,-0.0263,1454.0
GIPR,Generation Income Properties Inc,Real Estate,REIT - Diversified,USA,8580000.0,,1.58,0.0161,11536.0
GITS,Global Interactive Technologies Inc,Communication Services,Internet Content & Information,South Korea,10380000.0,,3.53,-0.08070000000000001,886106.0
GLBZ,Glen Burnie Bancorp,Financial,Banks - Regional,USA,16390000.0,428.03,5.65,0.06,6872.0
GLE,Global Engine Group Holding Ltd,Technology,Information Technology Services,Hong Kong,34180000.0,,1.49,-0.0132,135330.0
GLMD,Galmed Pharmaceuticals Ltd,Healthcare,Biotechnology,Israel,4110000.0000000005,,1.82,-0.0027,187850.0
GLSI,Greenwich LifeSciences Inc,Healthcare,Biotechnology,USA,136350000.0,,10.2,0.0169,21057.0
GLTO,Galecto Inc,Healthcare,Biotechnology,USA,4390000.0,,3.32,-0.0621,17709.0
GLU,Gabelli Global Utility & Income Trust,Financial,Closed-End Fund - Equity,USA,104800000.0,12.26,17.53,-0.005699999999999999,5406.0
GMHS,Gamehaus Holdings Inc,Communication Services,Electronic Gaming & Multimedia,China,86780000.0,6.35,1.62,-0.0182,6944.0
GOCO,GoHealth Inc,Financial,Insurance Brokers,USA,67690000.0,,6.09,0.027000000000000003,5169.0
GPUS,Hyperscale Data Inc,Industrials,Aerospace & Defense,USA,9130000.0,,1.38,0.0073,3200344.0
GREE,Greenidge Generation Holdings Inc,Financial,Capital Markets,USA,24860000.0,,1.61,0.0592,361796.0
GRF,Eagle Capital Growth Fund Inc,Financial,Closed-End Fund - Equity,USA,39140000.0,7.05,9.86,0.0009,265.0
GRI,GRI Bio Inc,Healthcare,Biotechnology,USA,3450000.0,,1.47,0.0208,42458.0
GRNQ,Greenpro Capital Corp,Industrials,Consulting Services,Malaysia,15310000.0,,1.85,0.0911,89835.0
GSUN,Golden Sun Health Technology Group Ltd,Consumer Defensive,Education & Training Services,China,4840000.0,,2.44,-0.002,18146.0
GTBP,GT Biopharma Inc,Healthcare,Biotechnology,USA,6990000.0,,2.22,-0.2057,314793.0
GTEC,Greenland Technologies Holding Corp,Consumer Cyclical,Auto Parts,USA,33400000.0,1.68,1.92,-0.0254,96329.0
GTIM,Good Times Restaurants Inc,Consumer Cyclical,Restaurants,USA,18320000.0,17.76,1.73,-0.0281,7610.0
GV,Visionary Holdings Inc,Consumer Defensive,Education & Training Services,Canada,7140000.0,,1.65,0.0002,40009.0
GWH,ESS Tech Inc,Industrials,Electrical Equipment & Parts,USA,18460000.0,,1.52,-0.12359999999999999,224013.0
GXAI,Gaxos.AI Inc,Communication Services,Electronic Gaming & Multimedia,USA,10400000.0,,1.46,-0.07,114625.0
GYRO,Gyrodyne LLC,Real Estate,Real Estate Services,USA,18810000.0,,8.81,-0.0285,478.0
HAO,Haoxi Health Technology Ltd,Communication Services,Advertising Agencies,China,27360000.0,4.25,1.41,0.0072,17468.0
HBB,Hamilton Beach Brands Holding Co,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,258269999.99999997,7.7,18.86,0.0021,21924.0
HBNB,Hotel101 Global Holdings Corp,Consumer Cyclical,Travel Services,Singapore,20000000.0,11.77,3.2,-0.0588,284668.0
HCHL,Happy City Holdings Ltd,Consumer Cyclical,Restaurants,Singapore,97440000.0,47.85,5.12,-0.0588,124099.0
HCWB,HCW Biologics Inc,Healthcare,Biotechnology,USA,9850000.0,,4.08,0.0049,31147.0
HFBL,Home Federal Bancorp Inc (Louisiana),Financial,Banks - Regional,USA,43280000.0,12.73,13.86,0.0102,180.0
HHS,"Harte-Hanks, Inc",Industrials,Conglomerates,USA,27250000.0,,3.7,0.0054,1324.0
HIHO,Highway Holdings Ltd,Industrials,Metal Fabrication,Hong Kong,7450000.0,68.64,1.62,-0.0060999999999999995,11679.0
HKIT,Hitek Global Inc,Technology,Software - Application,China,41820000.0,,1.43,0.06480000000000001,4454.0
HKPD,Hong Kong Pharma Digital Technology Holdings Ltd,Healthcare,Pharmaceutical Retailers,Hong Kong,14070000.0,6.01,1.28,-0.0158,118845.0
HMR,Heidmar Maritime Holdings Corp,Industrials,Marine Shipping,Greece,102950000.0,,1.77,-0.1061,171906.0
HNNA,Hennessy Advisors Inc,Financial,Asset Management,USA,99810000.0,10.26,12.82,0.0381,3619.0
HNW,Pioneer Diversified High Income Fund Inc,Financial,Closed-End Fund - Debt,USA,104020000.0,4.75,12.48,-0.004,35984.0
HOLO,MicroCloud Hologram Inc,Technology,Electronic Components,China,23260000.0,,4.92,-0.0315,688994.0
HOOK,Hookipa Pharma Inc,Healthcare,Biotechnology,USA,14760000.0,,1.21,-0.0163,32547.0
HOUR,Hour Loop Inc,Consumer Cyclical,Internet Retail,USA,53450000.0,217.16,1.52,-0.0256,12873.0
HPAI,Helport AI Ltd,Technology,Software - Infrastructure,Singapore,169290000.0,,4.56,-0.0046,58.0
HQI,HireQuest Inc,Industrials,Staffing & Employment Services,USA,142270000.0,41.72,10.16,-0.020099999999999996,2879.0
HSCS,HeartSciences Inc,Healthcare,Medical Devices,USA,3990000.0,,3.69,0.0336,30289.0
HSDT,Helius Medical Technologies Inc,Healthcare,Medical Devices,USA,6140000.0,,9.09,-0.0335,46611.0
HSON,Hudson Global Inc,Industrials,Staffing & Employment Services,USA,23720000.0,,8.62,0.0111,2459.0
HSPO,Horizon Space Acquisition I Corp,Financial,Shell Companies,USA,50070000.0,61.24,12.01,0.0,6.0
HSPT,Horizon Space Acquisition II Corp,Financial,Shell Companies,USA,92980000.0,150.37,10.24,0.0029,2.0
HTLM,HomesToLife Ltd,Consumer Cyclical,Specialty Retail,Singapore,51860000.0,,3.53,-0.0139,2775.0
HUBC,Hub Cyber Security Ltd,Technology,Software - Infrastructure,Israel,5900000.0,,1.93,0.0403,434637.0
HUDI,Huadi International Group Co Ltd,Basic Materials,Steel,China,18710000.0,135.05,1.31,-0.0001,31257.0
HUHU,HUHUTECH International Group Inc,Industrials,Specialty Industrial Machinery,China,142900000.0,,6.75,-0.1118,103515.0
HUIZ,Huize Holding Ltd ADR,Financial,Insurance Brokers,China,17300000.0,,2.05,0.0074,1709.0
HUSA,Houston American Energy Corp,Energy,Oil & Gas E&P,USA,17710000.0,,9.28,-0.0151,224599.0
HWH,HWH International Inc,Consumer Cyclical,Leisure,USA,9320000.0,,1.44,0.006999999999999999,32031.0
HXHX,Haoxin Holdings Ltd,Industrials,Integrated Freight & Logistics,China,19660000.0,5.42,1.43,-0.0403,66294.0
HYFM,Hydrofarm Holdings Group Inc,Industrials,Farm & Heavy Construction Machinery,USA,17960000.0,,3.87,0.0661,4051.0
HYPD,Hyperion DeFi Inc,Healthcare,Biotechnology,USA,32869999.999999996,,11.4,-0.2061,837135.0
ICCC,Immucell Corp,Healthcare,Biotechnology,USA,60910000.0,,6.74,0.053899999999999997,8147.0
ICON,Icon Energy Corp,Industrials,Marine Shipping,Greece,4890000.0,,2.24,-0.0667,50731.0
IDAI,T Stamp Inc,Technology,Software - Application,USA,8070000.0,,3.25,0.17329999999999998,59345.0
IFBD,Infobird Co Ltd,Technology,Software - Application,Hong Kong,8450000.0,,1.03,-0.0174,3048.0
IGI,Western Asset Investment Grade Opportunity Trust Inc,Financial,Closed-End Fund - Debt,USA,98900000.0,12.31,16.5,-0.009300000000000001,1608.0
IHT,Innsuites Hospitality Trust,Real Estate,REIT - Hotel & Motel,USA,26290000.0,,2.2,0.018500000000000003,919.0
IMCC,IM Cannabis Corp,Healthcare,Drug Manufacturers - Specialty & Generic,Israel,9790000.0,,3.17,0.0726,106610.0
IMRN,Immuron Limited ADR,Healthcare,Biotechnology,Australia,10060000.0,,1.72,-0.031,5502.0
IMTE,Integrated Media Technology Limited,Technology,Electronic Components,Malaysia,3710000.0,,1.08,0.0385,28673.0
INAB,IN8bio Inc,Healthcare,Biotechnology,USA,7370000.0,,2.14,-0.018600000000000002,63011.0
INBS,Intelligent Bio Solutions Inc,Healthcare,Medical Devices,USA,11950000.0,,1.73,-0.0281,91179.0
INBX,Inhibrx Biosciences Inc,Healthcare,Biotechnology,USA,253910000.0,0.15,17.54,0.0741,99781.0
INDO,Indonesia Energy Corp Ltd,Energy,Oil & Gas E&P,Indonesia,42360000.0,,2.92,-0.07629999999999999,845040.0
INDP,Indaptus Therapeutics Inc,Healthcare,Biotechnology,USA,6520000.0,,11.39,0.0271,98697.0
INEO,INNEOVA Holdings Ltd,Consumer Cyclical,Auto Parts,Singapore,13640000.0,,1.38,0.1313,596149.0
INHD,Inno Holdings Inc,Basic Materials,Steel,USA,8730000.0,,1.37,0.16510000000000002,3437118.0
INKT,MiNK Therapeutics Inc,Healthcare,Biotechnology,USA,28990000.0,,7.28,0.006,2027.0
INLF,INLIF Ltd,Industrials,Specialty Industrial Machinery,China,15330000.0,9.54,1.06,-0.0558,128601.0
INLX,Intellinetics Inc,Technology,Software - Application,USA,53930000.0,,12.5,0.0478,478.0
INM,InMed Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,3290000.0,,2.73,-0.062,63645.0
INTG,Intergroup Corp,Consumer Cyclical,Lodging,USA,25410000.0,,11.41,-0.06480000000000001,289.0
INTJ,Intelligent Group Ltd,Industrials,Consulting Services,Hong Kong,14760000.0,,1.12,0.0417,204597.0
IOR,"Income Opportunity Realty Investors, Inc",Financial,Mortgage Finance,USA,75040000.0,16.87,18.45,-0.0264,92.0
IPDN,Professional Diversity Network Inc,Industrials,Staffing & Employment Services,USA,4650000.0,,2.23,-0.0513,222334.0
IPM,Intelligent Protection Management Corp,Technology,Software - Application,USA,17460000.0,,1.89,-0.0053,21385.0
IPWR,Ideal Power Inc,Industrials,Electrical Equipment & Parts,USA,38990000.0,,4.67,-0.0064,11144.0
IQST,iQSTEL Inc,Communication Services,Telecom Services,USA,28140000.0,,9.71,-0.0433,64926.0
IROH,Iron Horse Acquisitions Corp,Financial,Shell Companies,USA,63860000.0,64.75,7.2,-0.1317,13064.0
ISPO,Inspirato Incorporated,Consumer Cyclical,Travel Services,USA,45900000.0,,3.69,0.054299999999999994,24524.0
ISRL,Israel Acquisitions Corp,Financial,Shell Companies,USA,79780000.0,88.7,12.56,0.0048,1994.0
IVDA,Iveda Solutions Inc,Industrials,Security & Protection Services,USA,6630000.0,,2.36,0.12380000000000001,119257.0
IVP,Inspire Veterinary Partners Inc,Consumer Cyclical,Personal Services,USA,7350000.0,,1.43,-0.0069,109540.0
IZM,Iczoom Group Inc,Technology,Electronics & Computer Distribution,China,29370000.0,,2.67,0.0483,21809.0
JAGX,Jaguar Health Inc,Healthcare,Biotechnology,USA,3390000.0,,2.56,-0.0097,52565.0
JCSE,JE Cleantech Holdings Ltd,Industrials,Specialty Industrial Machinery,Singapore,5890000.0,339.39,1.12,-0.0175,2942.0
JCTC,Jewett-Cameron Trading Co. Ltd,Basic Materials,Lumber & Wood Production,USA,13440000.0,,3.82,0.032400000000000005,1476.0
JDZG,Jiade Ltd,Technology,Information Technology Services,China,7460000.0,,2.43,-0.0264,36002.0
JEM,707 Cayman Holdings Ltd,Consumer Cyclical,Apparel Retail,Hong Kong,97900000.0,92.92,4.46,-0.0916,85180.0
JFB,JFB Construction Holdings,Real Estate,Real Estate - Development,USA,63830000.0,1725.0,6.9,-0.015700000000000002,19266.0
JG,Aurora Mobile Ltd ADR,Technology,Software - Infrastructure,China,51510000.0,,10.89,-0.0354,1255.0
JHI,John Hancock Investors Trust,Financial,Closed-End Fund - Debt,USA,121110000.0,5.84,13.85,-0.0072,10346.0
JILL,J.Jill Inc,Consumer Cyclical,Apparel Retail,USA,236200000.0,6.89,15.45,-0.0016,31617.0
JL,J-Long Group Ltd,Consumer Cyclical,Apparel Manufacturing,Hong Kong,19340000.0,90.32,6.16,-0.006500000000000001,5819.0
JLHL,Julong Holding Ltd,Industrials,Building Products & Equipment,China,77860000.0,17.29,3.63,-0.0447,51525.0
JLS,Nuveen Mortgage and Income Fund,Financial,Closed-End Fund - Debt,USA,103500000.0,7.71,18.9,0.0032,7885.0
JMM,Nuveen Multi-Market Income Fund,Financial,Closed-End Fund - Debt,USA,60370000.0,21.27,6.38,0.0127,1913.0
JRSH,Jerash holdings (US) Inc,Consumer Cyclical,Apparel Manufacturing,USA,41850000.0,,3.3,-0.0105,7044.0
JTAI,Jet.AI Inc,Technology,Software - Application,USA,8570000.0,,3.36,-0.0369,100303.0
JVA,Coffee Holding Co Inc,Consumer Defensive,Packaged Foods,USA,25060000.0,6.8,4.39,-0.013500000000000002,69426.0
JVSA,JVSPAC Acquisition Corp,Financial,Shell Companies,Hong Kong,22750000.0,13.39,3.64,0.0,0.0
JWEL,Jowell Global Ltd,Consumer Cyclical,Internet Retail,China,6100000.0,,2.81,0.0407,11083.0
JXG,JX Luxventure Group Inc,Consumer Cyclical,Apparel Manufacturing,China,6040000.0,0.7,1.5,-0.07719999999999999,377633.0
KALA,Kala Bio Inc,Healthcare,Biotechnology,USA,34070000.0,,5.28,0.0352,67820.0
KBSX,FST Corp,Basic Materials,Steel,Singapore,75200000.0,,1.68,-0.0059,71199.0
KFFB,Kentucky First Federal Bancorp,Financial,Banks - Regional,USA,23850000.0,,2.95,0.0137,4211.0
KIDZ,Classover Holdings Inc,Consumer Defensive,Education & Training Services,USA,64720000.0,,2.72,-0.0216,180828.0
